problem,size,plan_length,nodes_expanded,memory_mb,runtime_s,timeout
exp-2x2.pddl,2,10,75,9.984375,0.46352696418762207,False
exp-3x3.pddl,3,23,144,9.984375,0.42830586433410645,False
exp-4x4.pddl,4,42,420,10.1171875,0.4563455581665039,False
exp-5x5.pddl,5,81,4941,10.375,0.4517974853515625,False
exp-6x6.pddl,6,110,12019,11.0234375,0.5249731540679932,False
exp-7x7.pddl,7,175,40868,13.4921875,0.7212963104248047,False
exp-8x8.pddl,8,236,511567,55.70703125,4.951842308044434,False
exp-9x9.pddl,9,301,1722591,163.8671875,19.0596981048584,False
